"State","Year","Total_Pop_Dis","Percent.Adults.19.64.Uninsured","Health.Spending.per.Capita","Type","Percent","RegionalPriDef","Home.Avg.Premium","Rank..Home.","Renters.Avg.Premium","Rank..Renters.","Total_Residents","Median.Income","Percent_white","Avg_Home_Price","Count.of.Counties","Total_Buidling_Value","National_Risk_Index_Score_Composite","Expected.Annual.Loss...Score...Composite","Agriculture.Value","Total_Value","Social","Community","Is_Coastal","coastal_flood","dense_fog","drought","dust_devil","excessive_heat","flash_flood","flood","frost/freeze","funnel_cloud","hail","heavy_rain","heavy_snow","high_wind","lightning","rip_current","storm_surge/tide","strong_wind","thunderstorm_wind","tornado","tropical_depression","tropical_storm","winter_storm","winter_weather","cold/wind_chill","debris_flow","freezing_fog","high_surf","heat","wildfire","ice_storm","sleet","extreme_cold/wind_chill","hurricane","astronomical_low_tide","avalanche","blizzard","dense_smoke","tsunami","hurricane_(typhoon)","seiche","dust_storm","marine_hail","marine_high_wind","marine_strong_wind","marine_thunderstorm_wind","waterspout","marine_tropical_storm","marine_dense_fog","marine_hurricane/typhoon","marine_tropical_depression","sneakerwave","marine_lightning","volcanic_ashfall","lake-effect_snow","lakeshore_flood","total_damage_property.x","total_damage_crops.x","damage_property_coastal_flood","damage_property_dense_fog","damage_property_drought","damage_property_dust_devil","damage_property_excessive_heat","damage_property_flash_flood","damage_property_flood","damage_property_frost/freeze","damage_property_funnel_cloud","damage_property_hail","damage_property_heavy_rain","damage_property_heavy_snow","damage_property_high_wind","damage_property_lightning","damage_property_rip_current","damage_property_storm_surge/tide","damage_property_strong_wind","damage_property_thunderstorm_wind","damage_property_tornado","damage_property_tropical_depression","damage_property_tropical_storm","damage_property_winter_storm","damage_property_winter_weather","damage_property_cold/wind_chill","damage_property_debris_flow","damage_property_freezing_fog","damage_property_high_surf","damage_property_heat","damage_property_wildfire","damage_property_ice_storm","damage_property_sleet","damage_property_extreme_cold/wind_chill","damage_property_hurricane","damage_property_astronomical_low_tide","damage_property_avalanche","damage_property_blizzard","damage_property_dense_smoke","damage_property_tsunami","damage_property_hurricane_(typhoon)","damage_property_seiche","damage_property_dust_storm","damage_property_marine_hail","damage_property_marine_high_wind","damage_property_marine_strong_wind","damage_property_marine_thunderstorm_wind","damage_property_waterspout","damage_property_marine_tropical_storm","damage_property_marine_dense_fog","damage_property_marine_hurricane/typhoon","damage_property_marine_tropical_depression","damage_property_sneakerwave","damage_property_marine_lightning","damage_property_volcanic_ashfall","damage_property_lake-effect_snow","damage_property_lakeshore_flood","damage_crops_coastal_flood","damage_crops_dense_fog","damage_crops_drought","damage_crops_dust_devil","damage_crops_excessive_heat","damage_crops_flash_flood","damage_crops_flood","damage_crops_frost/freeze","damage_crops_funnel_cloud","damage_crops_hail","damage_crops_heavy_rain","damage_crops_heavy_snow","damage_crops_high_wind","damage_crops_lightning","damage_crops_rip_current","damage_crops_storm_surge/tide","damage_crops_strong_wind","damage_crops_thunderstorm_wind","damage_crops_tornado","damage_crops_tropical_depression","damage_crops_tropical_storm","damage_crops_winter_storm","damage_crops_winter_weather","damage_crops_cold/wind_chill","damage_crops_debris_flow","damage_crops_freezing_fog","damage_crops_high_surf","damage_crops_heat","damage_crops_wildfire","damage_crops_ice_storm","damage_crops_sleet","damage_crops_extreme_cold/wind_chill","damage_crops_hurricane","damage_crops_astronomical_low_tide","damage_crops_avalanche","damage_crops_blizzard","damage_crops_dense_smoke","damage_crops_tsunami","damage_crops_hurricane_(typhoon)","damage_crops_seiche","damage_crops_dust_storm","damage_crops_marine_hail","damage_crops_marine_high_wind","damage_crops_marine_strong_wind","damage_crops_marine_thunderstorm_wind","damage_crops_waterspout","damage_crops_marine_tropical_storm","damage_crops_marine_dense_fog","damage_crops_marine_hurricane/typhoon","damage_crops_marine_tropical_depression","damage_crops_sneakerwave","damage_crops_marine_lightning","damage_crops_volcanic_ashfall","damage_crops_lake-effect_snow","damage_crops_lakeshore_flood","total_damage_property.y","total_damage_crops.y"
"Florida","2015",0.5893,0.197,8330,"Medicaid",0.18801,"98.521",1993,1,195,15,19812500,51750,0.5519,178387.8908,67,3.25e+12,85.98828954,9093861693,8438830961,17532692654,71.07447784,29.97955224,1,52,0,0,0,0,47,68,0,28,112,59,0,1,77,25,0,0,695,30,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26002900,1000500,0,0,0,0,0,1174000,18083500,0,0,0,75000,0,0,4974000,0,0,0,1504400,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26002900,1000500
"Florida","2016",0.5869,0.185,8519,"Medicaid",0.1899011,"99.321",1918,3,181,19,20144000,53551,0.5469,195315.6801,67,3.25e+12,85.98828954,9093861693,8438830961,17532692654,71.07447784,29.97955224,1,38,2,28,1,0,24,71,0,24,91,25,0,1,63,16,25,5,453,45,12,107,0,4,0,0,0,6,0,13,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131700150,10000,1000,0,0,0,0,63000,92198500,0,0,55000,0,0,0,1453500,0,220209000,25000,2486150,44945000,15989000,121983000,0,0,0,0,0,23600000,0,0,0,0,0,605200000,0,0,0,0,0,3492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131700150,10000
"Florida","2017",0.5856,0.191,8814,"Medicaid",0.186015,"100.871",1951,2,188,12,20532300,54380,0.5386,211113.2533,67,3.25e+12,85.98828954,9093861693,8438830961,17532692654,71.07447784,29.97955224,1,35,0,16,1,0,52,94,0,24,76,78,0,0,57,20,22,6,461,57,3,86,0,5,0,0,0,0,3,35,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922582960,634847000,20000,0,0,30000,0,31915000,516120210,0,0,0,20000,0,0,1150500,0,20250000,97000,1929250,1646000,0,1700500000,0,0,0,0,0,0,0,7075000,0,0,0,1641830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,263145000,0,0,0,0,0,0,0,0,0,0,0,371700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922582960,634847000
"Florida","2018",0.583,0.19337,9148,"Medicaid",0.180374,"102.369",1960,2,185,14,20843500,54644,0.5326,227195.3671,67,3.25e+12,85.98828954,9093861693,8438830961,17532692654,71.07447784,29.97955224,1,18,1,53,0,0,18,48,10,24,85,35,0,4,62,27,9,2,431,46,9,36,14,21,0,0,0,11,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909301160,1.5e+09,0,0,0,0,0,21000,71000,0,0,8000,0,0,0,2896100,0,1050095000,20000,1155160,2715400,0,849500,0,0,0,0,0,0,0,1470000,0,0,0,2.85e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909301160,1.5e+09
"Florida","2019",0.58063,0.195167,9490,"Medicaid",0.173552,"103.143",1988,3,180,18,20992000,59200,0.52969,239042.3145,67,3.25e+12,85.98828954,9093861693,8438830961,17532692654,71.07447784,29.97955224,1,32,0,21,0,0,17,41,0,16,74,122,0,0,41,34,10,6,442,29,12,34,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27582430,1000,0,0,0,0,0,50000,599100,0,0,500,20000,0,0,2526000,0,0,33000,1433830,12835000,0,1e+07,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27582430,1000
"Georgia","2008",0.618,0.2502,5384,"Medicaid",0.132803,"83.997",749,20,219,4,9376400,54046,0.583,160455.8324,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,0,0,42,0,0,33,13,0,23,476,17,11,50,82,1,0,39,673,86,0,148,0,74,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319943750,495000,0,0,0,0,0,10898000,271000,0,0,71878250,350500,0,408000,8376750,0,0,311000,32978750,179426000,0,14915500,0,0,0,0,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,56000,0,0,3000,251000,10000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319943750,495000
"Georgia","2009",0.6146,0.257,5527,"Medicaid",0.152286,"81.627",787,24,214,9,9484800,50848,0.5762,144337.3382,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,12,0,0,0,0,107,166,0,21,359,14,46,24,67,3,0,44,530,68,0,97,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399360820,1490000,50000,0,0,0,0,17120720,263204000,0,0,58766000,44000,1415000,3313000,6423000,1000,0,492000,8037500,40183000,0,0,0,0,0,0,0,0,0,311600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,5000,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399360820,1490000
"Georgia","2010",0.6192,0.2722,5551,"Medicaid",0.159247,"85.501",833,24,225,4,9414700,50919,0.5604,134106.722,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,1,0,60,0,12,35,2,0,2,199,9,192,0,112,4,0,11,490,13,0,0,19,162,0,0,0,1,5,19,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31599270,17000,15000,0,0,0,0,1233000,20000,0,0,5470000,335000,35000,0,10552250,0,0,69500,6195350,7528500,0,0,0,0,0,0,0,7500,0,126170,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31599270,17000
"Georgia","2011",0.6175,0.2713,5696,"Medicaid",0.163831,"86.881",906,24,228,5,9517400,51440,0.5571,121525.5553,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,0,0,366,0,3,28,3,0,10,476,16,58,0,72,4,0,11,945,67,0,97,23,104,0,0,0,1,0,26,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294147700,129000,0,0,0,0,0,132000,13000,0,0,45065000,501000,25000,0,6211750,0,0,56500,42616450,196759000,0,0,0,0,0,0,0,10000,0,2317500,440500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294147700,129000
"Georgia","2012",0.6152,0.259,5981,"Medicaid",0.17274,"90.037",975,23,226,6,9616400,52726,0.5533,118154.267,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,4,1,247,0,105,37,4,0,10,324,68,0,5,47,6,0,14,745,17,2,23,0,0,0,0,0,0,111,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60891750,494000,25000,0,0,0,0,1641000,815000,0,0,27801200,0,0,2510000,5123600,0,0,46000,5589150,14595000,1500,2311500,0,0,0,0,0,0,0,432800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000,0,0,0,0,0,0,0,9000,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60891750,494000
"Georgia","2013",0.6128,0.261,6229,"Medicaid",0.17016,"90.788",1044,22,226,6,9690900,51220,0.5486,127974.4723,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,1,1,52,0,0,128,23,0,7,107,14,17,1,18,3,0,21,515,25,0,12,1,18,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151231220,2000,0,9e+05,0,0,0,5917000,2130000,0,0,58517370,10000,0,10000,764500,0,0,147000,5528800,77252000,0,13250,0,0,0,0,0,0,0,41300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151231220,2000
"Georgia","2014",0.6117,0.222,6622,"Medicaid",0.18042,"92.171",1089,22,226,6,9792900,52614,0.5448,141726.6298,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,0,0,42,0,0,41,5,0,2,90,20,26,0,21,0,0,13,650,43,0,0,121,41,6,0,0,0,0,34,63,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043410,0,0,0,0,0,0,535500,2000,0,0,1106000,0,0,0,379500,0,0,189500,3342450,2773500,0,0,550000,0,0,0,0,0,0,164960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043410,0
"Georgia","2015",0.6097,0.194,7055,"Medicaid",0.17841,"92.11",1152,20,226,7,9909700,53809,0.5395,150598.4582,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,25,0,0,0,1,71,10,0,4,115,8,2,0,24,1,0,7,938,25,0,0,50,42,6,1,0,0,0,0,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33518170,14000,0,0,0,0,0,10334500,254000,0,0,17487250,25000,0,0,496920,0,0,146500,3816000,743000,0,0,0,0,0,2e+05,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33518170,14000
"Georgia","2016",0.6066,0.182,7353,"Medicaid",0.1793199,"93.303",1200,20,230,6,10001000,56011,0.5339,160565.6955,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,5,0,615,0,0,22,27,0,2,77,5,0,11,8,3,3,11,641,34,0,79,22,76,0,0,0,0,3,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35251210,3e+06,0,0,0,0,0,160000,418000,0,0,712000,171000,0,50000,112500,0,0,34500,6756200,6016000,0,2564000,0,0,0,0,0,0,0,18257010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35251210,3e+06
"Georgia","2017",0.6063,0.188,7605,"Medicaid",0.173847,"95.292",1267,18,219,6,10121400,59398,0.5285,170890.7817,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,0,0,200,0,0,53,2,26,6,161,18,1,13,31,3,4,24,737,147,7,137,56,46,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449186130,231650630,0,0,0,0,0,328300,20000,0,0,10866520,0,0,60000,590200,0,13867000,731100,23087010,322523000,3166000,73947000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,204100000,0,20,0,0,0,0,0,0,100,210,7550000,0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449186130,231650630
"Georgia","2018",0.6047,0.19205,7844,"Medicaid",0.174446,"96.76",1313,17,214,6,10212800,55821,0.5246,185656.4447,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,6,0,39,0,0,81,21,0,2,102,11,14,0,30,3,0,3,653,25,0,79,54,108,3,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545984010,2888001400,0,0,0,0,0,474800,12600,0,0,13669800,101000,0,0,568700,0,0,47000,6243110,2460000,0,6207000,0,0,0,0,0,0,0,0,0,0,0,1516200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,100,0,0,300,0,0,0,100,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545984010,2888001400
"Georgia","2019",0.60212,0.189408,8243,"Medicaid",0.172686,"97.707",1362,15,209,6,10294000,62000,0.52016,199337.5948,159,1.99e+12,45.73705769,1541213262,10980489764,12521703026,72.21138362,31.043522,1,7,0,216,0,0,45,4,0,3,88,11,0,0,17,2,0,16,673,56,5,3,1,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20947590,5550,0,0,0,0,0,5147500,600,0,0,2391320,10000,0,0,3211000,0,0,116750,3660420,6400000,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,320,10,0,0,0,0,0,0,210,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20947590,5550
"Hawaii","2008",0.6075,0.0943,6364,"Medicaid",0.108432,"97.858",862,12,202,10,1229000,71927,0.236,463795.7924,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,52,0,0,17,0,0,0,1,60,0,1,0,0,0,0,1,2,0,0,0,5,0,0,0,332,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hawaii","2009",0.6098,0.098,6510,"Medicaid",0.144114,"100.108",879,18,193,16,1223500,65289,0.2378,424199.8023,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,91,0,0,9,0,0,0,1,79,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,462,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
"Hawaii","2010",0.6109,0.1062,6440,"Medicaid",0.149419,"99.017",938,17,184,17,1301600,68719,0.217,415470.0472,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,155,2,0,9,0,0,0,0,58,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,358,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hawaii","2011",0.6086,0.1017,6460,"Medicaid",0.147976,"101.963",907,23,176,22,1311900,66068,0.2185,415655.7113,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,62,0,0,23,0,0,3,0,118,0,1,3,0,0,6,0,1,0,0,4,4,0,0,0,431,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,565000,0,0,0,0,0,0,0,0,0,0,0,950000,0,0,0,0,0,0,0,0,14200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15785000,0
"Hawaii","2012",0.6075,0.094,6738,"Medicaid",0.17227,"102.447",957,24,221,7,1330300,61648,0.2171,411749.2908,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,137,1,0,39,0,0,1,9,23,0,8,1,0,0,3,1,1,0,0,2,0,0,0,0,337,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,112000,0,0,0,20000,0,0,0,0,0,0,0,0,0,10000,0,0,26000,25000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86000,112000
"Hawaii","2013",0.6014,0.101,6880,"Medicaid",0.1624,"107.56",953,27,215,7,1331500,66303,0.2171,438092.2495,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,106,1,0,38,2,0,2,2,145,0,28,7,0,0,13,4,0,0,9,0,0,0,4,0,361,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,83500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500,4000
"Hawaii","2014",0.6007,0.07,7224,"Medicaid",0.16953,"107.408",1018,26,210,9,1348100,75619,0.2165,476222.7804,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,14,0,0,13,0,0,0,0,199,0,18,0,0,0,3,0,0,0,0,2,0,0,2,0,369,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0
"Hawaii","2015",0.5967,0.057,7747,"Medicaid",0.17914,"108.503",1014,29,201,12,1362600,68379,0.217,507287.1459,5,2.28e+11,70.76041998,267385695.1,646624020,914009715.1,40.07000018,80.87000046,1,0,0,11,0,0,41,0,0,0,0,149,0,6,1,0,0,15,0,1,0,0,1,0,0,0,0,516,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88500,30000,0,0,0,0,0,0,0,0,0,0,0,0,20000,10000,0,0,58500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88500,30000
